1, 1, 1, 1, 1, 8, 8, 11
1, 1, 1, 1, 1, 9, 16, 16
1, 1, 1, 1, 1, 10, 12, 18
1, 1, 1, 1, 1, 11, 11, 23
1, 1, 1, 1, 2, 4, 4, 21
1, 1, 1, 1, 2, 4, 15, 15
1, 1, 1, 1, 2, 5, 18, 23
1, 1, 1, 1, 2, 12, 21, 22
1, 1, 1, 1, 3, 4, 7, 15
1, 1, 1, 1, 4, 4, 8, 18
1, 1, 1, 1, 4, 8, 10, 22
1, 1, 1, 1, 5, 6, 9, 10
1, 1, 1, 1, 5, 9, 16, 23
1, 1, 1, 1, 5, 11, 13, 23
1, 1, 1, 1, 5, 15, 15, 18
1, 1, 1, 1, 6, 12, 16, 16
1, 1, 1, 1, 6, 18, 21, 22
1, 1, 1, 1, 8, 8, 15, 18
1, 1, 1, 1, 8, 9, 16, 16
1, 1, 1, 1, 8, 12, 23, 23
1, 1, 1, 1, 11, 12, 15, 16
1, 1, 1, 1, 11, 16, 16, 21
1, 1, 1, 1, 12, 13, 18, 23
1, 1, 1, 1, 16, 19, 21, 22
1, 1, 1, 1, 18, 19, 19, 19
1, 1, 1, 2, 2, 2, 2, 22
1, 1, 1, 2, 2, 3, 11, 19
1, 1, 1, 2, 2, 4, 10, 23
1, 1, 1, 2, 2, 7, 8, 8
1, 1, 1, 2, 2, 7, 10, 18
1, 1, 1, 2, 2, 7, 10, 23
1, 1, 1, 2, 2, 11, 12, 15
1, 1, 1, 2, 4, 9, 13, 15
1, 1, 1, 2, 6, 9, 10, 16
1, 1, 1, 2, 7, 11, 13, 22
1, 1, 1, 2, 8, 8, 10, 18
1, 1, 1, 2, 8, 8, 10, 19
1, 1, 1, 2, 9, 9, 11, 21
1, 1, 1, 2, 9, 12, 12, 12
1, 1, 1, 2, 10, 11, 13, 13
1, 1, 1, 2, 12, 18, 21, 23
1, 1, 1, 2, 13, 19, 22, 22
1, 1, 1, 2, 15, 15, 15, 21
1, 1, 1, 2, 15, 19, 21, 21
1, 1, 1, 2, 18, 19, 19, 23
1, 1, 1, 3, 3, 9, 11, 21
1, 1, 1, 3, 4, 4, 6, 23
1, 1, 1, 3, 5, 5, 9, 10
1, 1, 1, 3, 7, 11, 12, 18
1, 1, 1, 3, 8, 9, 9, 12
1, 1, 1, 3, 8, 10, 15, 19
1, 1, 1, 3, 11, 11, 12, 12
1, 1, 1, 3, 12, 12, 15, 21
1, 1, 1, 3, 12, 13, 13, 21
1, 1, 1, 3, 15, 18, 21, 21
1, 1, 1, 4, 4, 15, 16, 16
1, 1, 1, 4, 5, 9, 15, 18
1, 1, 1, 4, 5, 16, 18, 21
1, 1, 1, 4, 6, 7, 8, 15
1, 1, 1, 4, 7, 8, 8, 15
1, 1, 1, 4, 7, 8, 8, 22
1, 1, 1, 4, 7, 18, 18, 18
1, 1, 1, 4, 9, 10, 12, 21
1, 1, 1, 4, 9, 15, 18, 23
1, 1, 1, 4, 19, 21, 22, 22
1, 1, 1, 5, 5, 8, 8, 11
1, 1, 1, 5, 5, 10, 10, 13
1, 1, 1, 5, 7, 7, 9, 10
1, 1, 1, 5, 7, 8, 10, 22
1, 1, 1, 5, 8, 9, 16, 16
1, 1, 1, 5, 9, 9, 12, 13
1, 1, 1, 5, 9, 11, 13, 19
1, 1, 1, 5, 9, 11, 15, 23
1, 1, 1, 5, 13, 18, 19, 22
1, 1, 1, 6, 6, 8, 15, 16
1, 1, 1, 6, 6, 13, 13, 19
1, 1, 1, 6, 7, 7, 9, 18
1, 1, 1, 6, 7, 9, 19, 19
