1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 2
1, 1, 1, 1, 1, 1, 1, 8
1, 1, 1, 1, 1, 1, 1, 12
1, 1, 1, 1, 1, 1, 1, 15
1, 1, 1, 1, 1, 1, 2, 2
1, 1, 1, 1, 1, 1, 2, 8
1, 1, 1, 1, 1, 1, 2, 12
1, 1, 1, 1, 1, 1, 2, 15
1, 1, 1, 1, 1, 1, 8, 8
1, 1, 1, 1, 1, 1, 8, 12
1, 1, 1, 1, 1, 1, 8, 15
1, 1, 1, 1, 1, 1, 12, 12
1, 1, 1, 1, 1, 1, 12, 15
1, 1, 1, 1, 1, 1, 15, 15
1, 1, 1, 1, 1, 2, 2, 2
1, 1, 1, 1, 1, 2, 2, 8
1, 1, 1, 1, 1, 2, 2, 12
1, 1, 1, 1, 1, 2, 2, 15
1, 1, 1, 1, 1, 2, 8, 8
1, 1, 1, 1, 1, 2, 8, 12
1, 1, 1, 1, 1, 2, 8, 15
1, 1, 1, 1, 1, 2, 12, 12
1, 1, 1, 1, 1, 2, 12, 15
1, 1, 1, 1, 1, 2, 15, 15
1, 1, 1, 1, 1, 8, 8, 8
1, 1, 1, 1, 1, 8, 8, 12
1, 1, 1, 1, 1, 8, 8, 15
1, 1, 1, 1, 1, 8, 12, 12
1, 1, 1, 1, 1, 8, 12, 15
1, 1, 1, 1, 1, 8, 15, 15
1, 1, 1, 1, 1, 12, 12, 12
1, 1, 1, 1, 1, 12, 12, 15
1, 1, 1, 1, 1, 12, 15, 15
1, 1, 1, 1, 1, 15, 15, 15
1, 1, 1, 1, 2, 2, 2, 2
1, 1, 1, 1, 2, 2, 2, 8
1, 1, 1, 1, 2, 2, 2, 12
1, 1, 1, 1, 2, 2, 2, 15
1, 1, 1, 1, 2, 2, 8, 8
1, 1, 1, 1, 2, 2, 8, 12
1, 1, 1, 1, 2, 2, 8, 15
1, 1, 1, 1, 2, 2, 12, 12
1, 1, 1, 1, 2, 2, 12, 15
1, 1, 1, 1, 2, 2, 15, 15
1, 1, 1, 1, 2, 8, 8, 8
1, 1, 1, 1, 2, 8, 8, 12
1, 1, 1, 1, 2, 8, 8, 15
1, 1, 1, 1, 2, 8, 12, 12
1, 1, 1, 1, 2, 8, 12, 15
1, 1, 1, 1, 2, 8, 15, 15
1, 1, 1, 1, 2, 12, 12, 12
1, 1, 1, 1, 2, 12, 12, 15
1, 1, 1, 1, 2, 12, 15, 15
1, 1, 1, 1, 2, 15, 15, 15
1, 1, 1, 1, 8, 8, 8, 8
1, 1, 1, 1, 8, 8, 8, 12
1, 1, 1, 1, 8, 8, 8, 15
1, 1, 1, 1, 8, 8, 12, 12
1, 1, 1, 1, 8, 8, 12, 15
1, 1, 1, 1, 8, 8, 15, 15
1, 1, 1, 1, 8, 12, 12, 12
1, 1, 1, 1, 8, 12, 12, 15
1, 1, 1, 1, 8, 12, 15, 15
1, 1, 1, 1, 8, 15, 15, 15
